,name,day,S,E,I,R
387,P8,39,5457.009065940942,610.042588197528,500.11039663043476,369.8379492310929
388,P9,39,7519.730177819789,457.1711825483592,357.43581018920537,254.66282944264154
389,P10,39,7944.0,0.0,0.0,0.0
390,P1,40,14473.0,0.0,0.0,0.0
391,P2,40,19804.0,0.0,0.0,0.0
392,P3,40,1113.4174348906308,320.94863521964095,306.890883236565,256.74304665316305
393,P4,40,16648.0,0.0,0.0,0.0
394,P5,40,2456.0,0.0,0.0,0.0
395,P6,40,15541.070953091636,292.95509916416955,220.01638922747975,151.95755851671325
396,P7,40,11931.0,0.0,0.0,0.0
397,P8,40,5264.236626196388,680.8065103025755,567.1067706405926,424.8500928604407
398,P9,40,7366.390765109172,519.0763587493037,409.55210757806464,293.98076856345415
399,P10,40,7944.0,0.0,0.0,0.0
400,P1,41,14473.0,0.0,0.0,0.0
401,P2,41,19804.0,0.0,0.0,0.0
402,P3,41,1029.6177084630822,340.5586346032615,337.32261312447105,290.5010438091852
403,P4,41,16648.0,0.0,0.0,0.0
404,P5,41,2456.0,0.0,0.0,0.0
405,P6,41,15437.686265028242,337.7487673947301,254.4056062452909,176.15936133173602
406,P7,41,11931.0,0.0,0.0,0.0
407,P8,41,5053.361856965398,755.5199774730506,640.8863279306424,487.2318376309059
408,P9,41,7194.27629044203,587.3755616665853,468.31664749433827,339.03150039704127
409,P10,41,7944.0,0.0,0.0,0.0
410,P1,42,14473.0,0.0,0.0,0.0
411,P2,42,19804.0,0.0,0.0,0.0
412,P3,42,944.440764214024,357.62385193166745,368.32885260143155,327.606531252877
413,P4,42,16648.0,0.0,0.0,0.0
414,P5,42,2456.0,0.0,0.0,0.0
415,P6,42,15318.937491283532,388.9477876604937,293.9707430372549,204.14397801871803
416,P7,42,11931.0,0.0,0.0,0.0
417,P8,42,4824.598853236767,833.178985707071,721.4928273528819,557.7293337032766
418,P9,42,7002.06442838486,662.1123113904379,534.2769286032781,390.54633162141846
419,P10,42,7944.0,0.0,0.0,0.0
420,P1,43,14473.0,0.0,0.0,0.0
421,P2,43,19804.0,0.0,0.0,0.0
422,P3,43,859.1285801869191,371.4112655724389,399.33744920160757,368.1227050390345
423,P4,43,16648.0,0.0,0.0,0.0
424,P5,43,2456.0,0.0,0.0,0.0
425,P6,43,15182.776407483803,447.3193139281236,339.4235188352556,236.48075975281608
426,P7,43,11931.0,0.0,0.0,0.0
427,P8,43,4578.7220190061225,912.4200227963013,808.7644134854792,637.0935447120936
428,P9,43,6788.639079267026,743.1151982301833,607.928928735005,449.316793767779
429,P10,43,7944.0,0.0,0.0,0.0
430,P1,44,14473.0,0.0,0.0,0.0
431,P2,44,19804.0,0.0,0.0,0.0
432,P3,44,774.9892980465081,381.26829459836205,429.6925829039185,412.0498244512113
433,P4,44,16648.0,0.0,0.0,0.0
434,P5,44,2456.0,0.0,0.0,0.0
