fromName,toName,value
Elakamon__Thiruvananthapuram,Kilimanoor__Thiruvananthapuram,14483
Elakamon__Thiruvananthapuram,Kizhuvilam__Thiruvananthapuram,15972
Elakamon__Thiruvananthapuram,Kollayil__Thiruvananthapuram,62096
Elakamon__Thiruvananthapuram,Kottukal__Thiruvananthapuram,56260
Elakamon__Thiruvananthapuram,Kulathoor__Thiruvananthapuram,64976
Elakamon__Thiruvananthapuram,Kunnathukal__Thiruvananthapuram,62483
Elakamon__Thiruvananthapuram,Madavoor__Thiruvananthapuram,11830
Elakamon__Thiruvananthapuram,Malayinkeezhu__Thiruvananthapuram,48504
Elakamon__Thiruvananthapuram,Manampoor__Thiruvananthapuram,9651
Elakamon__Thiruvananthapuram,Mangalapuram__Thiruvananthapuram,20966
Elakamon__Thiruvananthapuram,Manikkal__Thiruvananthapuram,25592
Elakamon__Thiruvananthapuram,Maranalloor__Thiruvananthapuram,52124
Elakamon__Thiruvananthapuram,Mudakkal__Thiruvananthapuram,18235
Elakamon__Thiruvananthapuram,Nagaroor__Thiruvananthapuram,13413
Elakamon__Thiruvananthapuram,Nanniyodu__Thiruvananthapuram,34197
Elakamon__Thiruvananthapuram,Navayikkulam__Thiruvananthapuram,7124
Elakamon__Thiruvananthapuram,Nedumangad(M)__Thiruvananthapuram,35886
Elakamon__Thiruvananthapuram,Nellanadu__Thiruvananthapuram,22247
Elakamon__Thiruvananthapuram,Neyyattinkara(M)__Thiruvananthapuram,57378
Elakamon__Thiruvananthapuram,Ottasekharamangalam__Thiruvananthapuram,56048
Elakamon__Thiruvananthapuram,Ottoor__Thiruvananthapuram,7484
Elakamon__Thiruvananthapuram,Pallichal__Thiruvananthapuram,49844
Elakamon__Thiruvananthapuram,Pallikkal__Thiruvananthapuram,10268
Elakamon__Thiruvananthapuram,Panavoor__Thiruvananthapuram,32209
Elakamon__Thiruvananthapuram,Pangod__Thiruvananthapuram,29302
Elakamon__Thiruvananthapuram,Parassala__Thiruvananthapuram,66829
Elakamon__Thiruvananthapuram,Pazhayakunnummel__Thiruvananthapuram,18255
Elakamon__Thiruvananthapuram,Peringammala__Thiruvananthapuram,40675
Elakamon__Thiruvananthapuram,Perumkadavila__Thiruvananthapuram,58249
Elakamon__Thiruvananthapuram,Poovachal__Thiruvananthapuram,49318
Elakamon__Thiruvananthapuram,Poovar__Thiruvananthapuram,62844
Elakamon__Thiruvananthapuram,Pothencodu__Thiruvananthapuram,24087
Elakamon__Thiruvananthapuram,Pulimathu__Thiruvananthapuram,19052
Elakamon__Thiruvananthapuram,Pullampara__Thiruvananthapuram,27287
Elakamon__Thiruvananthapuram,Thirupuram__Thiruvananthapuram,60512
Elakamon__Thiruvananthapuram,Thiruvananthapuram(C)__Thiruvananthapuram,38478
Elakamon__Thiruvananthapuram,Tholikkodu__Thiruvananthapuram,40323
Elakamon__Thiruvananthapuram,Uzhamalakkal__Thiruvananthapuram,41815
Elakamon__Thiruvananthapuram,Vakkam__Thiruvananthapuram,11185
Elakamon__Thiruvananthapuram,Vamanpuram__Thiruvananthapuram,21957
Elakamon__Thiruvananthapuram,Varkala(M)__Thiruvananthapuram,4677
Elakamon__Thiruvananthapuram,Vellanad__Thiruvananthapuram,43194
Elakamon__Thiruvananthapuram,Vellarada__Thiruvananthapuram,62858
Elakamon__Thiruvananthapuram,Vembayam__Thiruvananthapuram,29703
Elakamon__Thiruvananthapuram,Venganoor__Thiruvananthapuram,51946
Elakamon__Thiruvananthapuram,Vettoor__Thiruvananthapuram,7982
Elakamon__Thiruvananthapuram,Vilappil__Thiruvananthapuram,44489
Elakamon__Thiruvananthapuram,Vilavoorkal__Thiruvananthapuram,45495
Elakamon__Thiruvananthapuram,Vithura__Thiruvananthapuram,46900
Kadakkavoor__Thiruvananthapuram,Amboori__Thiruvananthapuram,48813
Kadakkavoor__Thiruvananthapuram,Anad__Thiruvananthapuram,24728
Kadakkavoor__Thiruvananthapuram,Anchuthengu__Thiruvananthapuram,3929
Kadakkavoor__Thiruvananthapuram,Andoorkonam__Thiruvananthapuram,12670
Kadakkavoor__Thiruvananthapuram,Aruvikkara__Thiruvananthapuram,28983
Kadakkavoor__Thiruvananthapuram,Aryanad__Thiruvananthapuram,36832
Kadakkavoor__Thiruvananthapuram,Aryancodu__Thiruvananthapuram,46018
Kadakkavoor__Thiruvananthapuram,Athiyannoor__Thiruvananthapuram,45141
Kadakkavoor__Thiruvananthapuram,Attingal(M)__Thiruvananthapuram,3714
Kadakkavoor__Thiruvananthapuram,Azhoor__Thiruvananthapuram,6611
Kadakkavoor__Thiruvananthapuram,Balaramapuram__Thiruvananthapuram,41662
Kadakkavoor__Thiruvananthapuram,Chemmaruthi__Thiruvananthapuram,8630
Kadakkavoor__Thiruvananthapuram,Chenkal__Thiruvananthapuram,50723
Kadakkavoor__Thiruvananthapuram,Cherunniyoor__Thiruvananthapuram,5002
Kadakkavoor__Thiruvananthapuram,Chirayinkeezhu__Thiruvananthapuram,3924
Kadakkavoor__Thiruvananthapuram,Edava__Thiruvananthapuram,13040
Kadakkavoor__Thiruvananthapuram,Elakamon__Thiruvananthapuram,12312
Kadakkavoor__Thiruvananthapuram,Kadakkavoor__Thiruvananthapuram,0
Kadakkavoor__Thiruvananthapuram,Kadinamkulam__Thiruvananthapuram,12936
Kadakkavoor__Thiruvananthapuram,Kallara__Thiruvananthapuram,19433
Kadakkavoor__Thiruvananthapuram,Kallikkad__Thiruvananthapuram,49669
Kadakkavoor__Thiruvananthapuram,Kalliyoor__Thiruvananthapuram,36839
Kadakkavoor__Thiruvananthapuram,Kanjiramkulam__Thiruvananthapuram,46860
Kadakkavoor__Thiruvananthapuram,Karakulam__Thiruvananthapuram,23962
Kadakkavoor__Thiruvananthapuram,Karavaram__Thiruvananthapuram,6628
Kadakkavoor__Thiruvananthapuram,Karode__Thiruvananthapuram,54571
Kadakkavoor__Thiruvananthapuram,Karumkulam__Thiruvananthapuram,48932
Kadakkavoor__Thiruvananthapuram,Kattakada__Thiruvananthapuram,39756
Kadakkavoor__Thiruvananthapuram,Kilimanoor__Thiruvananthapuram,13246
Kadakkavoor__Thiruvananthapuram,Kizhuvilam__Thiruvananthapuram,3722
Kadakkavoor__Thiruvananthapuram,Kollayil__Thiruvananthapuram,50176
Kadakkavoor__Thiruvananthapuram,Kottukal__Thiruvananthapuram,43982
Kadakkavoor__Thiruvananthapuram,Kulathoor__Thiruvananthapuram,52738
Kadakkavoor__Thiruvananthapuram,Kunnathukal__Thiruvananthapuram,50814
Kadakkavoor__Thiruvananthapuram,Madavoor__Thiruvananthapuram,14684
Kadakkavoor__Thiruvananthapuram,Malayinkeezhu__Thiruvananthapuram,36611
Kadakkavoor__Thiruvananthapuram,Manampoor__Thiruvananthapuram,3174
Kadakkavoor__Thiruvananthapuram,Mangalapuram__Thiruvananthapuram,8795
Kadakkavoor__Thiruvananthapuram,Manikkal__Thiruvananthapuram,14963
Kadakkavoor__Thiruvananthapuram,Maranalloor__Thiruvananthapuram,40326
Kadakkavoor__Thiruvananthapuram,Mudakkal__Thiruvananthapuram,8182
Kadakkavoor__Thiruvananthapuram,Nagaroor__Thiruvananthapuram,9242
Kadakkavoor__Thiruvananthapuram,Nanniyodu__Thiruvananthapuram,26110
Kadakkavoor__Thiruvananthapuram,Navayikkulam__Thiruvananthapuram,10579
Kadakkavoor__Thiruvananthapuram,Nedumangad(M)__Thiruvananthapuram,25227
Kadakkavoor__Thiruvananthapuram,Nellanadu__Thiruvananthapuram,13093
Kadakkavoor__Thiruvananthapuram,Neyyattinkara(M)__Thiruvananthapuram,45362
Kadakkavoor__Thiruvananthapuram,Ottasekharamangalam__Thiruvananthapuram,44906
Kadakkavoor__Thiruvananthapuram,Ottoor__Thiruvananthapuram,5774
Kadakkavoor__Thiruvananthapuram,Pallichal__Thiruvananthapuram,37727
Kadakkavoor__Thiruvananthapuram,Pallikkal__Thiruvananthapuram,16289
Kadakkavoor__Thiruvananthapuram,Panavoor__Thiruvananthapuram,23157
Kadakkavoor__Thiruvananthapuram,Pangod__Thiruvananthapuram,23615
Kadakkavoor__Thiruvananthapuram,Parassala__Thiruvananthapuram,54837
Kadakkavoor__Thiruvananthapuram,Pazhayakunnummel__Thiruvananthapuram,15554
Kadakkavoor__Thiruvananthapuram,Peringammala__Thiruvananthapuram,34995
Kadakkavoor__Thiruvananthapuram,Perumkadavila__Thiruvananthapuram,46454
Kadakkavoor__Thiruvananthapuram,Poovachal__Thiruvananthapuram,38207
Kadakkavoor__Thiruvananthapuram,Poovar__Thiruvananthapuram,50584
Kadakkavoor__Thiruvananthapuram,Pothencodu__Thiruvananthapuram,12353
Kadakkavoor__Thiruvananthapuram,Pulimathu__Thiruvananthapuram,13319
Kadakkavoor__Thiruvananthapuram,Pullampara__Thiruvananthapuram,18372
Kadakkavoor__Thiruvananthapuram,Thirupuram__Thiruvananthapuram,48295
Kadakkavoor__Thiruvananthapuram,Thiruvananthapuram(C)__Thiruvananthapuram,26245
Kadakkavoor__Thiruvananthapuram,Tholikkodu__Thiruvananthapuram,31023
Kadakkavoor__Thiruvananthapuram,Uzhamalakkal__Thiruvananthapuram,31524
Kadakkavoor__Thiruvananthapuram,Vakkam__Thiruvananthapuram,2647
Kadakkavoor__Thiruvananthapuram,Vamanpuram__Thiruvananthapuram,14584
Kadakkavoor__Thiruvananthapuram,Varkala(M)__Thiruvananthapuram,9255
Kadakkavoor__Thiruvananthapuram,Vellanad__Thiruvananthapuram,32316
Kadakkavoor__Thiruvananthapuram,Vellarada__Thiruvananthapuram,51563
Kadakkavoor__Thiruvananthapuram,Vembayam__Thiruvananthapuram,18623
Kadakkavoor__Thiruvananthapuram,Venganoor__Thiruvananthapuram,39661
Kadakkavoor__Thiruvananthapuram,Vettoor__Thiruvananthapuram,6111
Kadakkavoor__Thiruvananthapuram,Vilappil__Thiruvananthapuram,32914
Kadakkavoor__Thiruvananthapuram,Vilavoorkal__Thiruvananthapuram,33537
Kadakkavoor__Thiruvananthapuram,Vithura__Thiruvananthapuram,38543
Kadinamkulam__Thiruvananthapuram,Amboori__Thiruvananthapuram,39757
Kadinamkulam__Thiruvananthapuram,Anad__Thiruvananthapuram,19448
Kadinamkulam__Thiruvananthapuram,Anchuthengu__Thiruvananthapuram,14458
Kadinamkulam__Thiruvananthapuram,Andoorkonam__Thiruvananthapuram,3260
Kadinamkulam__Thiruvananthapuram,Aruvikkara__Thiruvananthapuram,20115
Kadinamkulam__Thiruvananthapuram,Aryanad__Thiruvananthapuram,29984
Kadinamkulam__Thiruvananthapuram,Aryancodu__Thiruvananthapuram,35711
Kadinamkulam__Thiruvananthapuram,Athiyannoor__Thiruvananthapuram,32991
Kadinamkulam__Thiruvananthapuram,Attingal(M)__Thiruvananthapuram,12619
Kadinamkulam__Thiruvananthapuram,Azhoor__Thiruvananthapuram,6325
Kadinamkulam__Thiruvananthapuram,Balaramapuram__Thiruvananthapuram,29718
Kadinamkulam__Thiruvananthapuram,Chemmaruthi__Thiruvananthapuram,21565
Kadinamkulam__Thiruvananthapuram,Chenkal__Thiruvananthapuram,38752
Kadinamkulam__Thiruvananthapuram,Cherunniyoor__Thiruvananthapuram,17768
Kadinamkulam__Thiruvananthapuram,Chirayinkeezhu__Thiruvananthapuram,9670
Kadinamkulam__Thiruvananthapuram,Edava__Thiruvananthapuram,25363
Kadinamkulam__Thiruvananthapuram,Elakamon__Thiruvananthapuram,25192
Kadinamkulam__Thiruvananthapuram,Kadakkavoor__Thiruvananthapuram,12936
Kadinamkulam__Thiruvananthapuram,Kadinamkulam__Thiruvananthapuram,0
Kadinamkulam__Thiruvananthapuram,Kallara__Thiruvananthapuram,20951
Kadinamkulam__Thiruvananthapuram,Kallikkad__Thiruvananthapuram,41524
Kadinamkulam__Thiruvananthapuram,Kalliyoor__Thiruvananthapuram,24496
Kadinamkulam__Thiruvananthapuram,Kanjiramkulam__Thiruvananthapuram,34362
Kadinamkulam__Thiruvananthapuram,Karakulam__Thiruvananthapuram,14707
Kadinamkulam__Thiruvananthapuram,Karavaram__Thiruvananthapuram,17315
Kadinamkulam__Thiruvananthapuram,Karode__Thiruvananthapuram,42378
Kadinamkulam__Thiruvananthapuram,Karumkulam__Thiruvananthapuram,36334
Kadinamkulam__Thiruvananthapuram,Kattakada__Thiruvananthapuram,29575
Kadinamkulam__Thiruvananthapuram,Kilimanoor__Thiruvananthapuram,22531
Kadinamkulam__Thiruvananthapuram,Kizhuvilam__Thiruvananthapuram,9514
Kadinamkulam__Thiruvananthapuram,Kollayil__Thiruvananthapuram,38698
Kadinamkulam__Thiruvananthapuram,Kottukal__Thiruvananthapuram,31479
Kadinamkulam__Thiruvananthapuram,Kulathoor__Thiruvananthapuram,40358
Kadinamkulam__Thiruvananthapuram,Kunnathukal__Thiruvananthapuram,39910
Kadinamkulam__Thiruvananthapuram,Madavoor__Thiruvananthapuram,25673
Kadinamkulam__Thiruvananthapuram,Malayinkeezhu__Thiruvananthapuram,25482
Kadinamkulam__Thiruvananthapuram,Manampoor__Thiruvananthapuram,15939
Kadinamkulam__Thiruvananthapuram,Mangalapuram__Thiruvananthapuram,5696
Kadinamkulam__Thiruvananthapuram,Manikkal__Thiruvananthapuram,11574
Kadinamkulam__Thiruvananthapuram,Maranalloor__Thiruvananthapuram,29342
Kadinamkulam__Thiruvananthapuram,Mudakkal__Thiruvananthapuram,11789
Kadinamkulam__Thiruvananthapuram,Nagaroor__Thiruvananthapuram,18524
Kadinamkulam__Thiruvananthapuram,Nanniyodu__Thiruvananthapuram,24001
Kadinamkulam__Thiruvananthapuram,Navayikkulam__Thiruvananthapuram,22845
Kadinamkulam__Thiruvananthapuram,Nedumangad(M)__Thiruvananthapuram,18304
Kadinamkulam__Thiruvananthapuram,Nellanadu__Thiruvananthapuram,14073
Kadinamkulam__Thiruvananthapuram,Neyyattinkara(M)__Thiruvananthapuram,33701
Kadinamkulam__Thiruvananthapuram,Ottasekharamangalam__Thiruvananthapuram,35274
Kadinamkulam__Thiruvananthapuram,Ottoor__Thiruvananthapuram,18529
Kadinamkulam__Thiruvananthapuram,Pallichal__Thiruvananthapuram,25891
Kadinamkulam__Thiruvananthapuram,Pallikkal__Thiruvananthapuram,28152
Kadinamkulam__Thiruvananthapuram,Panavoor__Thiruvananthapuram,20070
Kadinamkulam__Thiruvananthapuram,Pangod__Thiruvananthapuram,25465
Kadinamkulam__Thiruvananthapuram,Parassala__Thiruvananthapuram,43135
Kadinamkulam__Thiruvananthapuram,Pazhayakunnummel__Thiruvananthapuram,22915
Kadinamkulam__Thiruvananthapuram,Peringammala__Thiruvananthapuram,34882
Kadinamkulam__Thiruvananthapuram,Perumkadavila__Thiruvananthapuram,35338
Kadinamkulam__Thiruvananthapuram,Poovachal__Thiruvananthapuram,28930
Kadinamkulam__Thiruvananthapuram,Poovar__Thiruvananthapuram,38129
Kadinamkulam__Thiruvananthapuram,Pothencodu__Thiruvananthapuram,7107
Kadinamkulam__Thiruvananthapuram,Pulimathu__Thiruvananthapuram,18845
Kadinamkulam__Thiruvananthapuram,Pullampara__Thiruvananthapuram,17067
Kadinamkulam__Thiruvananthapuram,Thirupuram__Thiruvananthapuram,36008
Kadinamkulam__Thiruvananthapuram,Thiruvananthapuram(C)__Thiruvananthapuram,14216
Kadinamkulam__Thiruvananthapuram,Tholikkodu__Thiruvananthapuram,26007
Kadinamkulam__Thiruvananthapuram,Uzhamalakkal__Thiruvananthapuram,24530
Kadinamkulam__Thiruvananthapuram,Vakkam__Thiruvananthapuram,14190
Kadinamkulam__Thiruvananthapuram,Vamanpuram__Thiruvananthapuram,17463
Kadinamkulam__Thiruvananthapuram,Varkala(M)__Thiruvananthapuram,21605
Kadinamkulam__Thiruvananthapuram,Vellanad__Thiruvananthapuram,23970
Kadinamkulam__Thiruvananthapuram,Vellarada__Thiruvananthapuram,41430
Kadinamkulam__Thiruvananthapuram,Vembayam__Thiruvananthapuram,12237
Kadinamkulam__Thiruvananthapuram,Venganoor__Thiruvananthapuram,27146
Kadinamkulam__Thiruvananthapuram,Vettoor__Thiruvananthapuram,17982
Kadinamkulam__Thiruvananthapuram,Vilappil__Thiruvananthapuram,22819
Kadinamkulam__Thiruvananthapuram,Vilavoorkal__Thiruvananthapuram,22315
Kadinamkulam__Thiruvananthapuram,Vithura__Thiruvananthapuram,34272
Kallara__Thiruvananthapuram,Amboori__Thiruvananthapuram,35559
Kallara__Thiruvananthapuram,Anad__Thiruvananthapuram,11387
Kallara__Thiruvananthapuram,Anchuthengu__Thiruvananthapuram,23359
Kallara__Thiruvananthapuram,Andoorkonam__Thiruvananthapuram,17789
Kallara__Thiruvananthapuram,Aruvikkara__Thiruvananthapuram,19277
Kallara__Thiruvananthapuram,Aryanad__Thiruvananthapuram,21903
Kallara__Thiruvananthapuram,Aryancodu__Thiruvananthapuram,35341
Kallara__Thiruvananthapuram,Athiyannoor__Thiruvananthapuram,39487
Kallara__Thiruvananthapuram,Attingal(M)__Thiruvananthapuram,15720
Kallara__Thiruvananthapuram,Azhoor__Thiruvananthapuram,19137
Kallara__Thiruvananthapuram,Balaramapuram__Thiruvananthapuram,35752
Kallara__Thiruvananthapuram,Chemmaruthi__Thiruvananthapuram,23026
Kallara__Thiruvananthapuram,Chenkal__Thiruvananthapuram,43825
Kallara__Thiruvananthapuram,Cherunniyoor__Thiruvananthapuram,22346
Kallara__Thiruvananthapuram,Chirayinkeezhu__Thiruvananthapuram,20878
Kallara__Thiruvananthapuram,Edava__Thiruvananthapuram,29218
Kallara__Thiruvananthapuram,Elakamon__Thiruvananthapuram,26302
Kallara__Thiruvananthapuram,Kadakkavoor__Thiruvananthapuram,19433
Kallara__Thiruvananthapuram,Kadinamkulam__Thiruvananthapuram,20951
Kallara__Thiruvananthapuram,Kallara__Thiruvananthapuram,0
Kallara__Thiruvananthapuram,Kallikkad__Thiruvananthapuram,34987
Kallara__Thiruvananthapuram,Kalliyoor__Thiruvananthapuram,33180
Kallara__Thiruvananthapuram,Kanjiramkulam__Thiruvananthapuram,42494
Kallara__Thiruvananthapuram,Karakulam__Thiruvananthapuram,17370
Kallara__Thiruvananthapuram,Karavaram__Thiruvananthapuram,15298
Kallara__Thiruvananthapuram,Karode__Thiruvananthapuram,48149
Kallara__Thiruvananthapuram,Karumkulam__Thiruvananthapuram,44891
Kallara__Thiruvananthapuram,Kattakada__Thiruvananthapuram,29718
Kallara__Thiruvananthapuram,Kilimanoor__Thiruvananthapuram,12813
Kallara__Thiruvananthapuram,Kizhuvilam__Thiruvananthapuram,17753
Kallara__Thiruvananthapuram,Kollayil__Thiruvananthapuram,41815
Kallara__Thiruvananthapuram,Kottukal__Thiruvananthapuram,39970
Kallara__Thiruvananthapuram,Kulathoor__Thiruvananthapuram,47251
Kallara__Thiruvananthapuram,Kunnathukal__Thiruvananthapuram,40930
Kallara__Thiruvananthapuram,Madavoor__Thiruvananthapuram,17252
Kallara__Thiruvananthapuram,Malayinkeezhu__Thiruvananthapuram,29291
Kallara__Thiruvananthapuram,Manampoor__Thiruvananthapuram,19201
Kallara__Thiruvananthapuram,Mangalapuram__Thiruvananthapuram,16350
Kallara__Thiruvananthapuram,Manikkal__Thiruvananthapuram,9759
Kallara__Thiruvananthapuram,Maranalloor__Thiruvananthapuram,31959
Kallara__Thiruvananthapuram,Mudakkal__Thiruvananthapuram,11697
Kallara__Thiruvananthapuram,Nagaroor__Thiruvananthapuram,12910
Kallara__Thiruvananthapuram,Nanniyodu__Thiruvananthapuram,8094
Kallara__Thiruvananthapuram,Navayikkulam__Thiruvananthapuram,19506
Kallara__Thiruvananthapuram,Nedumangad(M)__Thiruvananthapuram,14089
Kallara__Thiruvananthapuram,Nellanadu__Thiruvananthapuram,7212
Kallara__Thiruvananthapuram,Neyyattinkara(M)__Thiruvananthapuram,38059
Kallara__Thiruvananthapuram,Ottasekharamangalam__Thiruvananthapuram,33060
Kallara__Thiruvananthapuram,Ottoor__Thiruvananthapuram,19777
Kallara__Thiruvananthapuram,Pallichal__Thiruvananthapuram,32123
Kallara__Thiruvananthapuram,Pallikkal__Thiruvananthapuram,20854
Kallara__Thiruvananthapuram,Panavoor__Thiruvananthapuram,7595
Kallara__Thiruvananthapuram,Pangod__Thiruvananthapuram,4577
Kallara__Thiruvananthapuram,Parassala__Thiruvananthapuram,46713
Kallara__Thiruvananthapuram,Pazhayakunnummel__Thiruvananthapuram,9508
Kallara__Thiruvananthapuram,Peringammala__Thiruvananthapuram,15568
Kallara__Thiruvananthapuram,Perumkadavila__Thiruvananthapuram,37546
Kallara__Thiruvananthapuram,Poovachal__Thiruvananthapuram,26737
Kallara__Thiruvananthapuram,Poovar__Thiruvananthapuram,45635
Kallara__Thiruvananthapuram,Pothencodu__Thiruvananthapuram,13872
Kallara__Thiruvananthapuram,Pulimathu__Thiruvananthapuram,7250
Kallara__Thiruvananthapuram,Pullampara__Thiruvananthapuram,4893
Kallara__Thiruvananthapuram,Thirupuram__Thiruvananthapuram,42821
Kallara__Thiruvananthapuram,Thiruvananthapuram(C)__Thiruvananthapuram,24316
Kallara__Thiruvananthapuram,Tholikkodu__Thiruvananthapuram,14962
Kallara__Thiruvananthapuram,Uzhamalakkal__Thiruvananthapuram,17961
Kallara__Thiruvananthapuram,Vakkam__Thiruvananthapuram,22037
Kallara__Thiruvananthapuram,Vamanpuram__Thiruvananthapuram,4854
Kallara__Thiruvananthapuram,Varkala(M)__Thiruvananthapuram,26256
Kallara__Thiruvananthapuram,Vellanad__Thiruvananthapuram,20615
Kallara__Thiruvananthapuram,Vellarada__Thiruvananthapuram,39965
Kallara__Thiruvananthapuram,Vembayam__Thiruvananthapuram,12088
Kallara__Thiruvananthapuram,Venganoor__Thiruvananthapuram,36301
Kallara__Thiruvananthapuram,Vettoor__Thiruvananthapuram,24618
Kallara__Thiruvananthapuram,Vilappil__Thiruvananthapuram,24202
Kallara__Thiruvananthapuram,Vilavoorkal__Thiruvananthapuram,27151
Kallara__Thiruvananthapuram,Vithura__Thiruvananthapuram,20658
Kallikkad__Thiruvananthapuram,Amboori__Thiruvananthapuram,4418
Kallikkad__Thiruvananthapuram,Anad__Thiruvananthapuram,25239
Kallikkad__Thiruvananthapuram,Anchuthengu__Thiruvananthapuram,53105
Kallikkad__Thiruvananthapuram,Andoorkonam__Thiruvananthapuram,39258
Kallikkad__Thiruvananthapuram,Aruvikkara__Thiruvananthapuram,21420
Kallikkad__Thiruvananthapuram,Aryanad__Thiruvananthapuram,13200
Kallikkad__Thiruvananthapuram,Aryancodu__Thiruvananthapuram,11356
Kallikkad__Thiruvananthapuram,Athiyannoor__Thiruvananthapuram,23258
Kallikkad__Thiruvananthapuram,Attingal(M)__Thiruvananthapuram,46558
Kallikkad__Thiruvananthapuram,Azhoor__Thiruvananthapuram,45210
Kallikkad__Thiruvananthapuram,Balaramapuram__Thiruvananthapuram,22002
Kallikkad__Thiruvananthapuram,Chemmaruthi__Thiruvananthapuram,56232
Kallikkad__Thiruvananthapuram,Chenkal__Thiruvananthapuram,22261
Kallikkad__Thiruvananthapuram,Cherunniyoor__Thiruvananthapuram,54164
Kallikkad__Thiruvananthapuram,Chirayinkeezhu__Thiruvananthapuram,48693
Kallikkad__Thiruvananthapuram,Edava__Thiruvananthapuram,62087
Kallikkad__Thiruvananthapuram,Elakamon__Thiruvananthapuram,59938
Kallikkad__Thiruvananthapuram,Kadakkavoor__Thiruvananthapuram,49669
Kallikkad__Thiruvananthapuram,Kadinamkulam__Thiruvananthapuram,41524
Kallikkad__Thiruvananthapuram,Kallara__Thiruvananthapuram,34987
Kallikkad__Thiruvananthapuram,Kallikkad__Thiruvananthapuram,0
Kallikkad__Thiruvananthapuram,Kalliyoor__Thiruvananthapuram,26097
Kallikkad__Thiruvananthapuram,Kanjiramkulam__Thiruvananthapuram,26868
Kallikkad__Thiruvananthapuram,Karakulam__Thiruvananthapuram,26836
Kallikkad__Thiruvananthapuram,Karavaram__Thiruvananthapuram,48516
Kallikkad__Thiruvananthapuram,Karode__Thiruvananthapuram,25496
Kallikkad__Thiruvananthapuram,Karumkulam__Thiruvananthapuram,28539
Kallikkad__Thiruvananthapuram,Kattakada__Thiruvananthapuram,14127
Kallikkad__Thiruvananthapuram,Kilimanoor__Thiruvananthapuram,47712
Kallikkad__Thiruvananthapuram,Kizhuvilam__Thiruvananthapuram,46329
Kallikkad__Thiruvananthapuram,Kollayil__Thiruvananthapuram,18261
Kallikkad__Thiruvananthapuram,Kottukal__Thiruvananthapuram,26677
Kallikkad__Thiruvananthapuram,Kulathoor__Thiruvananthapuram,26860
Kallikkad__Thiruvananthapuram,Kunnathukal__Thiruvananthapuram,14479
Kallikkad__Thiruvananthapuram,Madavoor__Thiruvananthapuram,52214
Kallikkad__Thiruvananthapuram,Malayinkeezhu__Thiruvananthapuram,19689
Kallikkad__Thiruvananthapuram,Manampoor__Thiruvananthapuram,51044
Kallikkad__Thiruvananthapuram,Mangalapuram__Thiruvananthapuram,41772
Kallikkad__Thiruvananthapuram,Manikkal__Thiruvananthapuram,34745
Kallikkad__Thiruvananthapuram,Maranalloor__Thiruvananthapuram,17005
Kallikkad__Thiruvananthapuram,Mudakkal__Thiruvananthapuram,41981
Kallikkad__Thiruvananthapuram,Nagaroor__Thiruvananthapuram,46885
Kallikkad__Thiruvananthapuram,Nanniyodu__Thiruvananthapuram,27045
Kallikkad__Thiruvananthapuram,Navayikkulam__Thiruvananthapuram,53809
Kallikkad__Thiruvananthapuram,Nedumangad(M)__Thiruvananthapuram,24448
Kallikkad__Thiruvananthapuram,Nellanadu__Thiruvananthapuram,37691
Kallikkad__Thiruvananthapuram,Neyyattinkara(M)__Thiruvananthapuram,19450
Kallikkad__Thiruvananthapuram,Ottasekharamangalam__Thiruvananthapuram,8727
Kallikkad__Thiruvananthapuram,Ottoor__Thiruvananthapuram,52614
Kallikkad__Thiruvananthapuram,Pallichal__Thiruvananthapuram,22501
Kallikkad__Thiruvananthapuram,Pallikkal__Thiruvananthapuram,55823
Kallikkad__Thiruvananthapuram,Panavoor__Thiruvananthapuram,27945
Kallikkad__Thiruvananthapuram,Pangod__Thiruvananthapuram,34255
Kallikkad__Thiruvananthapuram,Parassala__Thiruvananthapuram,21211
Kallikkad__Thiruvananthapuram,Pazhayakunnummel__Thiruvananthapuram,44491
Kallikkad__Thiruvananthapuram,Peringammala__Thiruvananthapuram,28416
Kallikkad__Thiruvananthapuram,Perumkadavila__Thiruvananthapuram,15779
Kallikkad__Thiruvananthapuram,Poovachal__Thiruvananthapuram,12965
Kallikkad__Thiruvananthapuram,Poovar__Thiruvananthapuram,27096
Kallikkad__Thiruvananthapuram,Pothencodu__Thiruvananthapuram,37697
Kallikkad__Thiruvananthapuram,Pulimathu__Thiruvananthapuram,41703
Kallikkad__Thiruvananthapuram,Pullampara__Thiruvananthapuram,32753
Kallikkad__Thiruvananthapuram,Thirupuram__Thiruvananthapuram,24774
Kallikkad__Thiruvananthapuram,Thiruvananthapuram(C)__Thiruvananthapuram,29711
Kallikkad__Thiruvananthapuram,Tholikkodu__Thiruvananthapuram,20030
Kallikkad__Thiruvananthapuram,Uzhamalakkal__Thiruvananthapuram,18187
Kallikkad__Thiruvananthapuram,Vakkam__Thiruvananthapuram,52135
Kallikkad__Thiruvananthapuram,Vamanpuram__Thiruvananthapuram,38383
Kallikkad__Thiruvananthapuram,Varkala(M)__Thiruvananthapuram,58535
Kallikkad__Thiruvananthapuram,Vellanad__Thiruvananthapuram,17643
Kallikkad__Thiruvananthapuram,Vellarada__Thiruvananthapuram,10045
Kallikkad__Thiruvananthapuram,Vembayam__Thiruvananthapuram,31120
Kallikkad__Thiruvananthapuram,Venganoor__Thiruvananthapuram,27019
